IP:PORT, LOSS, DELAY
162.159.195.19:4500,0.00%,252 ms
162.159.195.161:1843,0.00%,252 ms
162.159.192.116:500,0.00%,254 ms
162.159.195.33:4233,0.00%,255 ms
162.159.192.114:859,0.00%,256 ms
162.159.192.118:500,0.00%,256 ms
162.159.195.234:8319,0.00%,257 ms
162.159.192.57:859,0.00%,257 ms
162.159.195.70:4233,0.00%,257 ms
162.159.192.216:859,0.00%,258 ms
162.159.195.32:4233,0.00%,258 ms
162.159.195.155:8742,0.00%,259 ms
162.159.192.231:859,0.00%,260 ms
162.159.195.6:988,0.00%,260 ms
162.159.195.228:891,0.00%,260 ms
162.159.195.57:1074,0.00%,260 ms
162.159.195.155:1843,0.00%,260 ms
162.159.192.32:500,0.00%,260 ms
162.159.192.112:500,0.00%,260 ms
162.159.195.98:4233,0.00%,261 ms
162.159.195.88:4233,0.00%,261 ms
162.159.195.91:1074,0.00%,261 ms
162.159.195.143:8742,0.00%,261 ms
162.159.195.64:1074,0.00%,261 ms
162.159.195.59:1074,0.00%,261 ms
162.159.195.109:4233,0.00%,261 ms
162.159.195.254:2371,0.00%,261 ms
162.159.195.141:1843,0.00%,261 ms
162.159.192.74:859,0.00%,261 ms
162.159.192.145:500,0.00%,262 ms
162.159.192.5:859,0.00%,262 ms
162.159.195.93:1074,0.00%,262 ms
162.159.195.47:1074,0.00%,262 ms
162.159.192.76:500,0.00%,262 ms
162.159.192.126:500,0.00%,262 ms
162.159.192.161:859,0.00%,262 ms
162.159.195.158:8742,0.00%,262 ms
162.159.192.139:500,0.00%,263 ms
162.159.192.228:500,0.00%,263 ms
162.159.195.11:988,0.00%,263 ms
162.159.192.25:500,0.00%,263 ms
162.159.195.30:988,0.00%,263 ms
162.159.195.190:1843,0.00%,263 ms
162.159.195.7:988,0.00%,263 ms
162.159.192.115:500,0.00%,263 ms
162.159.195.165:1843,0.00%,264 ms
162.159.195.120:1843,0.00%,264 ms
162.159.195.121:8742,0.00%,264 ms
162.159.195.180:8742,0.00%,264 ms
162.159.195.213:7103,0.00%,264 ms
162.159.195.174:8742,0.00%,264 ms
162.159.192.90:859,0.00%,264 ms
162.159.195.125:8742,0.00%,264 ms
162.159.195.239:8319,0.00%,265 ms
162.159.192.44:859,0.00%,265 ms
162.159.192.105:500,0.00%,265 ms
162.159.195.230:8319,0.00%,265 ms
162.159.192.210:500,0.00%,265 ms
162.159.195.18:988,0.00%,265 ms
162.159.192.235:500,0.00%,265 ms
162.159.192.61:859,0.00%,265 ms
162.159.192.127:500,0.00%,265 ms
162.159.192.235:859,0.00%,265 ms
162.159.192.250:500,0.00%,265 ms
162.159.192.138:859,0.00%,265 ms
162.159.195.114:8742,0.00%,266 ms
162.159.195.217:891,0.00%,266 ms
162.159.192.50:859,0.00%,266 ms
162.159.195.226:7103,0.00%,266 ms
162.159.195.15:988,0.00%,266 ms
162.159.192.91:859,0.00%,266 ms
162.159.192.177:859,0.00%,266 ms
162.159.195.5:4500,0.00%,266 ms
162.159.195.83:1074,0.00%,266 ms
162.159.192.67:859,0.00%,266 ms
162.159.195.151:8742,0.00%,266 ms
162.159.192.182:500,0.00%,267 ms
162.159.195.189:8742,0.00%,267 ms
162.159.192.70:859,0.00%,267 ms
162.159.192.109:500,0.00%,267 ms
162.159.195.85:4233,0.00%,267 ms
162.159.192.72:500,0.00%,267 ms
162.159.192.94:859,0.00%,267 ms
162.159.192.174:859,0.00%,267 ms
162.159.192.79:859,0.00%,267 ms
162.159.192.154:500,0.00%,267 ms
162.159.192.220:500,0.00%,267 ms
162.159.195.115:8742,0.00%,267 ms
162.159.192.227:859,0.00%,268 ms
162.159.192.222:500,0.00%,268 ms
162.159.192.222:859,0.00%,268 ms
162.159.192.227:500,0.00%,268 ms
162.159.192.252:2506,0.00%,268 ms
162.159.195.45:1074,0.00%,268 ms
162.159.192.23:859,0.00%,268 ms
162.159.195.183:8742,0.00%,268 ms
162.159.195.106:1074,0.00%,268 ms
162.159.195.129:1843,0.00%,268 ms
162.159.195.211:7103,0.00%,268 ms
162.159.195.85:1074,0.00%,268 ms
162.159.192.226:859,0.00%,268 ms
162.159.192.70:500,0.00%,269 ms
162.159.192.39:859,0.00%,269 ms
162.159.195.22:4500,0.00%,269 ms
162.159.192.51:859,0.00%,269 ms
162.159.195.203:7103,0.00%,269 ms
162.159.195.203:891,0.00%,269 ms
162.159.192.104:859,0.00%,269 ms
162.159.192.221:859,0.00%,270 ms
162.159.192.142:500,0.00%,270 ms
162.159.195.220:7103,0.00%,270 ms
162.159.192.56:500,0.00%,270 ms
162.159.192.167:500,0.00%,271 ms
162.159.192.62:500,0.00%,271 ms
162.159.192.20:859,0.00%,271 ms
162.159.192.135:859,0.00%,272 ms
162.159.195.176:8742,0.00%,273 ms
162.159.192.201:859,0.00%,273 ms
162.159.192.85:500,0.00%,274 ms
162.159.195.8:988,0.00%,274 ms
162.159.195.72:4233,0.00%,275 ms
162.159.195.219:891,0.00%,275 ms
162.159.192.132:859,0.00%,275 ms
162.159.195.209:7103,0.00%,276 ms
162.159.192.157:859,0.00%,277 ms
162.159.195.199:891,0.00%,278 ms
162.159.195.173:1843,0.00%,278 ms
162.159.195.124:1843,0.00%,278 ms
162.159.195.50:1074,0.00%,280 ms
162.159.192.59:500,0.00%,280 ms
162.159.195.185:1843,0.00%,280 ms
162.159.192.200:859,0.00%,280 ms
162.159.192.63:859,0.00%,283 ms
162.159.192.89:859,0.00%,283 ms
162.159.195.145:1843,0.00%,283 ms
162.159.192.172:500,0.00%,283 ms
162.159.195.2:4500,0.00%,283 ms
162.159.195.33:1074,0.00%,283 ms
162.159.192.37:500,0.00%,283 ms
162.159.195.214:7103,0.00%,283 ms
162.159.195.46:4233,0.00%,283 ms
162.159.192.178:859,0.00%,283 ms
162.159.195.240:2371,0.00%,283 ms
162.159.192.158:859,0.00%,284 ms
162.159.195.178:8742,0.00%,284 ms
162.159.195.240:8319,0.00%,284 ms
162.159.192.69:859,0.00%,284 ms
162.159.195.13:4500,0.00%,284 ms
162.159.192.54:500,0.00%,284 ms
162.159.192.129:859,0.00%,284 ms
162.159.195.38:1074,0.00%,284 ms
162.159.195.68:1074,0.00%,285 ms
162.159.195.123:1843,0.00%,285 ms
162.159.195.191:7103,0.00%,285 ms
162.159.195.90:4233,0.00%,285 ms
162.159.195.200:891,0.00%,285 ms
162.159.192.215:859,0.00%,285 ms
162.159.195.152:8742,0.00%,285 ms
162.159.195.132:8742,0.00%,285 ms
162.159.192.5:500,0.00%,285 ms
162.159.192.155:859,0.00%,285 ms
162.159.192.8:500,0.00%,286 ms
162.159.195.159:1843,0.00%,286 ms
162.159.192.54:859,0.00%,286 ms
162.159.195.9:988,0.00%,286 ms
162.159.192.28:859,0.00%,286 ms
162.159.192.233:859,0.00%,286 ms
162.159.192.73:859,0.00%,286 ms
162.159.195.150:1843,0.00%,287 ms
162.159.192.15:500,0.00%,287 ms
162.159.195.108:1074,0.00%,287 ms
162.159.192.15:859,0.00%,287 ms
162.159.195.202:7103,0.00%,287 ms
162.159.195.16:988,0.00%,287 ms
162.159.195.208:7103,0.00%,287 ms
162.159.195.17:988,0.00%,287 ms
162.159.192.34:859,0.00%,287 ms
162.159.195.163:1843,0.00%,288 ms
162.159.195.168:1843,0.00%,288 ms
162.159.195.103:4233,0.00%,288 ms
162.159.195.206:891,0.00%,288 ms
162.159.192.234:500,0.00%,288 ms
162.159.192.151:859,0.00%,288 ms
162.159.192.82:859,0.00%,288 ms
162.159.195.182:8742,0.00%,288 ms
162.159.192.230:500,0.00%,288 ms
162.159.195.51:4233,0.00%,289 ms
162.159.192.143:500,0.00%,289 ms
162.159.195.236:2371,0.00%,289 ms
162.159.192.19:859,0.00%,289 ms
162.159.192.206:859,0.00%,289 ms
162.159.195.92:1074,0.00%,289 ms
162.159.195.117:1843,0.00%,289 ms
162.159.195.140:8742,0.00%,289 ms
162.159.195.12:988,0.00%,290 ms
162.159.195.75:4233,0.00%,290 ms
162.159.195.29:4500,0.00%,290 ms
162.159.195.103:1074,0.00%,290 ms
162.159.195.248:8319,0.00%,290 ms
162.159.195.44:1074,0.00%,290 ms
162.159.195.177:1843,0.00%,290 ms
162.159.195.169:8742,0.00%,290 ms
162.159.195.94:1074,0.00%,291 ms
162.159.195.126:8742,0.00%,291 ms
162.159.195.177:8742,0.00%,291 ms
162.159.192.84:500,0.00%,291 ms
162.159.195.2:988,0.00%,291 ms
162.159.192.35:859,0.00%,291 ms
162.159.192.240:859,0.00%,292 ms
162.159.195.233:2371,0.00%,292 ms
162.159.192.84:859,0.00%,293 ms
162.159.195.233:8319,0.00%,293 ms
162.159.192.248:500,0.00%,293 ms
162.159.192.240:500,0.00%,294 ms
162.159.195.186:8742,10.00%,327 ms
162.159.195.186:1843,10.00%,327 ms
162.159.192.140:859,10.00%,328 ms
162.159.195.142:1843,10.00%,328 ms
162.159.192.140:500,10.00%,328 ms
162.159.195.212:891,10.00%,329 ms
162.159.195.24:988,10.00%,329 ms
162.159.195.119:8742,10.00%,329 ms
162.159.195.133:1843,10.00%,329 ms
162.159.195.37:1074,10.00%,329 ms
162.159.195.232:2371,10.00%,329 ms
162.159.195.31:1074,10.00%,330 ms
162.159.195.31:4233,10.00%,330 ms
162.159.195.237:8319,10.00%,331 ms
162.159.195.99:4233,10.00%,331 ms
162.159.195.142:8742,10.00%,331 ms
162.159.195.89:4233,10.00%,331 ms
162.159.195.95:1074,10.00%,331 ms
162.159.195.39:1074,10.00%,331 ms
162.159.192.114:500,10.00%,332 ms
162.159.192.21:859,10.00%,332 ms
162.159.195.39:4233,10.00%,332 ms
162.159.192.21:500,10.00%,332 ms
162.159.195.215:891,10.00%,332 ms
162.159.192.231:500,10.00%,332 ms
162.159.192.214:500,10.00%,333 ms
162.159.192.130:859,10.00%,333 ms
162.159.195.21:988,10.00%,333 ms
162.159.195.154:8742,10.00%,333 ms
162.159.195.201:891,10.00%,333 ms
162.159.195.6:4500,10.00%,334 ms
162.159.195.112:1843,10.00%,334 ms
162.159.195.243:2371,10.00%,334 ms
162.159.195.4:988,10.00%,334 ms
162.159.192.251:4198,10.00%,334 ms
162.159.192.77:500,10.00%,334 ms
162.159.195.96:1074,10.00%,335 ms
162.159.195.157:1843,10.00%,335 ms
162.159.195.109:1074,10.00%,335 ms
162.159.195.4:4500,10.00%,335 ms
162.159.195.88:1074,10.00%,335 ms
162.159.195.96:4233,10.00%,335 ms
162.159.195.132:1843,10.00%,335 ms
162.159.195.246:8319,10.00%,335 ms
162.159.195.93:4233,10.00%,335 ms
162.159.195.59:4233,10.00%,335 ms
162.159.195.188:8742,10.00%,335 ms
162.159.192.204:500,10.00%,335 ms
162.159.192.83:500,10.00%,335 ms
162.159.195.73:1074,10.00%,335 ms
162.159.195.251:2371,10.00%,335 ms
162.159.192.209:859,10.00%,335 ms
162.159.195.245:8319,10.00%,336 ms
162.159.195.141:8742,10.00%,336 ms
162.159.195.47:4233,10.00%,336 ms
162.159.192.115:859,10.00%,336 ms
162.159.195.30:4500,10.00%,336 ms
162.159.192.191:859,10.00%,336 ms
162.159.192.17:500,10.00%,336 ms
162.159.195.113:8742,10.00%,336 ms
162.159.192.38:500,10.00%,336 ms
162.159.192.139:859,10.00%,336 ms
162.159.192.62:859,10.00%,337 ms
162.159.195.56:4233,10.00%,337 ms
162.159.195.105:1074,10.00%,337 ms
162.159.195.165:8742,10.00%,337 ms
162.159.192.58:859,10.00%,337 ms
162.159.192.87:500,10.00%,337 ms
162.159.192.204:859,10.00%,337 ms
162.159.192.122:859,10.00%,337 ms
162.159.192.173:859,10.00%,337 ms
162.159.192.58:500,10.00%,337 ms
162.159.195.41:1074,10.00%,337 ms
162.159.192.13:500,10.00%,337 ms
162.159.192.93:859,10.00%,337 ms
162.159.195.36:4233,10.00%,337 ms
162.159.195.69:4233,10.00%,337 ms
162.159.192.101:500,10.00%,338 ms
162.159.195.213:891,10.00%,338 ms
162.159.195.28:4500,10.00%,338 ms
162.159.195.175:1843,10.00%,338 ms
162.159.192.225:500,10.00%,338 ms
162.159.195.156:1843,10.00%,338 ms
162.159.195.60:4233,10.00%,338 ms
162.159.195.23:4500,10.00%,338 ms
162.159.192.238:859,10.00%,338 ms
162.159.195.121:1843,10.00%,338 ms
162.159.195.116:1843,10.00%,338 ms
162.159.195.175:8742,10.00%,338 ms
162.159.195.193:7103,10.00%,338 ms
162.159.195.80:1074,10.00%,338 ms
162.159.195.92:4233,10.00%,338 ms
162.159.192.40:859,10.00%,339 ms
162.159.192.44:500,10.00%,339 ms
162.159.192.107:859,10.00%,339 ms
162.159.192.107:500,10.00%,339 ms
162.159.192.24:859,10.00%,339 ms
162.159.195.163:8742,10.00%,339 ms
162.159.195.72:1074,10.00%,339 ms
162.159.195.226:891,10.00%,339 ms
162.159.195.164:8742,10.00%,340 ms
162.159.195.183:1843,10.00%,340 ms
162.159.195.206:7103,10.00%,340 ms
162.159.192.65:500,10.00%,340 ms
162.159.195.216:891,10.00%,340 ms
162.159.195.182:1843,10.00%,340 ms
162.159.192.78:859,10.00%,340 ms
162.159.195.110:1074,10.00%,340 ms
162.159.195.224:891,10.00%,340 ms
162.159.195.67:1074,10.00%,340 ms
162.159.195.137:8742,10.00%,340 ms
162.159.195.246:2371,10.00%,340 ms
162.159.195.55:1074,10.00%,340 ms
162.159.192.45:500,10.00%,340 ms
162.159.195.76:4233,10.00%,340 ms
162.159.195.224:7103,10.00%,340 ms
162.159.192.173:500,10.00%,340 ms
162.159.195.1:988,10.00%,340 ms
162.159.192.94:500,10.00%,340 ms
162.159.192.220:859,10.00%,340 ms
162.159.192.229:859,10.00%,340 ms
162.159.195.196:891,10.00%,340 ms
162.159.195.45:4233,10.00%,341 ms
162.159.192.65:859,10.00%,341 ms
162.159.192.27:500,10.00%,341 ms
162.159.192.128:500,10.00%,341 ms
162.159.195.115:1843,10.00%,341 ms
162.159.195.196:7103,10.00%,341 ms
162.159.192.229:500,10.00%,341 ms
162.159.192.148:859,10.00%,341 ms
162.159.195.137:1843,10.00%,341 ms
162.159.192.55:859,10.00%,341 ms
162.159.192.218:859,10.00%,341 ms
162.159.195.171:1843,10.00%,341 ms
162.159.195.134:8742,10.00%,341 ms
162.159.192.64:500,10.00%,341 ms
162.159.195.106:4233,10.00%,341 ms
162.159.192.160:500,10.00%,341 ms
162.159.192.98:500,10.00%,341 ms
162.159.192.150:859,10.00%,341 ms
162.159.192.162:859,10.00%,341 ms
162.159.192.39:500,10.00%,342 ms
162.159.192.234:859,10.00%,342 ms
162.159.192.49:859,10.00%,342 ms
162.159.192.98:859,10.00%,342 ms
162.159.195.218:891,10.00%,342 ms
162.159.192.213:859,10.00%,342 ms
162.159.192.20:500,10.00%,342 ms
162.159.192.208:859,10.00%,342 ms
162.159.192.148:500,10.00%,342 ms
162.159.195.71:1074,10.00%,342 ms
162.159.192.52:500,10.00%,343 ms
162.159.192.244:859,10.00%,343 ms
162.159.192.29:500,10.00%,343 ms
162.159.192.244:500,10.00%,343 ms
162.159.192.246:859,10.00%,343 ms
162.159.192.30:500,10.00%,343 ms
162.159.195.179:8742,10.00%,343 ms
162.159.195.179:1843,10.00%,343 ms
162.159.195.221:7103,10.00%,344 ms
162.159.195.218:7103,10.00%,344 ms
162.159.195.97:1074,10.00%,344 ms
162.159.192.195:859,10.00%,344 ms
162.159.192.29:859,10.00%,344 ms
162.159.192.213:500,10.00%,345 ms
162.159.195.181:1843,10.00%,346 ms
162.159.192.120:500,10.00%,346 ms
162.159.195.181:8742,10.00%,346 ms
162.159.192.149:500,10.00%,347 ms
162.159.195.204:7103,10.00%,347 ms
162.159.195.25:4500,10.00%,347 ms
162.159.195.176:1843,10.00%,348 ms
162.159.195.204:891,10.00%,348 ms
162.159.192.159:500,10.00%,348 ms
162.159.195.130:1843,10.00%,348 ms
162.159.192.85:859,10.00%,349 ms
162.159.195.102:4233,10.00%,349 ms
162.159.192.197:859,10.00%,349 ms
162.159.192.100:500,10.00%,349 ms
162.159.192.159:859,10.00%,350 ms
162.159.195.209:891,10.00%,350 ms
162.159.192.113:500,10.00%,350 ms
162.159.192.217:500,10.00%,351 ms
162.159.192.200:500,10.00%,352 ms
162.159.195.253:8319,10.00%,352 ms
162.159.195.107:4233,10.00%,352 ms
162.159.195.173:8742,10.00%,352 ms
162.159.195.185:8742,10.00%,352 ms
162.159.195.79:4233,10.00%,352 ms
162.159.192.19:500,10.00%,353 ms
162.159.192.110:859,10.00%,353 ms
162.159.195.105:4233,10.00%,353 ms
162.159.192.37:859,10.00%,353 ms
162.159.195.147:1843,10.00%,353 ms
162.159.192.111:859,10.00%,354 ms
162.159.192.190:859,10.00%,354 ms
162.159.195.14:4500,10.00%,354 ms
162.159.195.101:1074,10.00%,354 ms
162.159.195.26:988,10.00%,354 ms
162.159.195.14:988,10.00%,354 ms
162.159.192.168:859,10.00%,354 ms
162.159.192.233:500,10.00%,354 ms
162.159.192.156:859,10.00%,354 ms
162.159.192.185:500,10.00%,355 ms
162.159.195.195:7103,10.00%,355 ms
162.159.195.52:4233,10.00%,355 ms
162.159.195.195:891,10.00%,355 ms
162.159.195.227:891,10.00%,355 ms
162.159.192.95:500,10.00%,355 ms
162.159.192.88:859,10.00%,355 ms
162.159.195.229:8319,10.00%,355 ms
162.159.192.18:500,10.00%,355 ms
162.159.192.16:500,10.00%,355 ms
162.159.195.191:891,10.00%,355 ms
162.159.195.200:7103,10.00%,355 ms
162.159.192.136:500,10.00%,355 ms
162.159.192.171:500,10.00%,355 ms
162.159.192.165:500,10.00%,355 ms
162.159.195.152:1843,10.00%,355 ms
162.159.192.211:500,10.00%,355 ms
162.159.192.166:859,10.00%,356 ms
162.159.192.217:859,10.00%,356 ms
162.159.195.54:4233,10.00%,356 ms
162.159.192.236:859,10.00%,356 ms
162.159.192.211:859,10.00%,356 ms
162.159.192.156:500,10.00%,356 ms
162.159.195.153:1843,10.00%,356 ms
162.159.195.78:1074,10.00%,356 ms
162.159.192.185:859,10.00%,356 ms
162.159.192.113:859,10.00%,356 ms
162.159.195.62:1074,10.00%,356 ms
162.159.195.136:1843,10.00%,356 ms
162.159.192.129:500,10.00%,356 ms
162.159.195.34:4233,10.00%,357 ms
162.159.195.172:1843,10.00%,357 ms
162.159.195.68:4233,10.00%,357 ms
162.159.195.153:8742,10.00%,357 ms
162.159.192.178:500,10.00%,357 ms
162.159.192.170:500,10.00%,357 ms
162.159.195.192:891,10.00%,357 ms
162.159.195.128:1843,10.00%,357 ms
162.159.192.46:859,10.00%,357 ms
162.159.192.53:859,10.00%,357 ms
162.159.192.14:500,10.00%,357 ms
162.159.195.150:8742,10.00%,357 ms
162.159.195.9:4500,10.00%,358 ms
162.159.195.49:1074,10.00%,358 ms
162.159.195.77:4233,10.00%,358 ms
162.159.195.205:891,10.00%,358 ms
162.159.195.205:7103,10.00%,358 ms
162.159.192.163:500,10.00%,358 ms
162.159.195.247:2371,10.00%,358 ms
162.159.195.77:1074,10.00%,358 ms
162.159.195.159:8742,10.00%,358 ms
162.159.195.100:1074,10.00%,358 ms
